Country,Uri,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release
France,https://open.spotify.com/track/6g1KYn1duMLlumasDHeqJR,76.8,quoi que je fasse,Jul,0,francoton,3127974,0,Rien 100 Rien (Réédition),10/4/2019,31,32,0.971,0.7,1,-5.673,1,0.058,0.497,0,0.0838,0.884,123.998,128280,4,indie,407
USA,https://open.spotify.com/track/3GxGAhRowXixzk521JQpZu,200.35,mickey,Lil Yachty - Offset - Lil Baby,0,atl hip hop,6648019,0,Lil Boat 2,3/9/2018,12,17,0.971,0.465,1,-5.655,1,0.23,0.0295,0,0.097,0.131,119.994,160518,4,hip hop,981
Canada,https://open.spotify.com/track/3GxGAhRowXixzk521JQpZu,14.4,mickey,Lil Yachty - Offset - Lil Baby,0,atl hip hop,6648019,0,Lil Boat 2,3/9/2018,12,17,0.971,0.465,1,-5.655,1,0.23,0.0295,0,0.097,0.131,119.994,160518,4,hip hop,981
UK,https://open.spotify.com/track/3aImJnJlAgcE7bJ1NxthGt,51.2,trick me,Kelis,0,dance pop,366945,0,Tasty,12/5/2003,2,14,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,206107,4,pop,6180
Ireland,https://open.spotify.com/track/3aImJnJlAgcE7bJ1NxthGt,32.8,trick me,Kelis,0,dance pop,366945,0,Tasty,12/5/2003,2,14,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,206107,4,pop,6180
France,https://open.spotify.com/track/0TTbmf0rpL2Wq5Z8Arxx2G,74.4,espèce,Leto,0,francoton,253396,0,TRAP$TAR 2,7/5/2019,2,17,0.97,0.759,0,-5.618,0,0.227,0.0624,0,0.0788,0.475,124.037,250320,4,indie,498
Global,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,7250.65,baby,Quality Control - Lil Baby - DaBaby,0,hip hop,676267,0,Quality Control: Control The Streets Volume 2,8/16/2019,3,36,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,142417,4,hip hop,456
USA,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,30106.15,baby,Quality Control - Lil Baby - DaBaby,0,hip hop,676267,0,Quality Control: Control The Streets Volume 2,8/16/2019,3,36,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,142417,4,hip hop,456
Canada,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,13740.15,baby,Quality Control - Lil Baby - DaBaby,0,hip hop,676267,0,Quality Control: Control The Streets Volume 2,8/16/2019,3,36,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,142417,4,hip hop,456
France,https://open.spotify.com/track/2G7yXaBPGf5VhUjiYZ4Qrr,806.9,davai davai,Jul,0,francoton,3127974,0,La machine,6/19/2020,6,30,0.969,0.774,2,-6.701,1,0.0513,0.355,9.31E-06,0.098,0.949,122.003,142627,4,indie,148
Global,https://open.spotify.com/track/6NzuJWrNriXAbSmscAuSIq,98.4,codeine,NAV - Gunna,0,canadian hip hop,2237000,0,Good Intentions,5/8/2020,7,18,0.969,0.604,4,-6.305,0,0.118,0.0922,0,0.105,0.899,126.988,188118,4,hip hop,190
USA,https://open.spotify.com/track/6NzuJWrNriXAbSmscAuSIq,548.7,codeine,NAV - Gunna,0,canadian hip hop,2237000,0,Good Intentions,5/8/2020,7,18,0.969,0.604,4,-6.305,0,0.118,0.0922,0,0.105,0.899,126.988,188118,4,hip hop,190
Canada,https://open.spotify.com/track/6NzuJWrNriXAbSmscAuSIq,529.65,codeine,NAV - Gunna,0,canadian hip hop,2237000,0,Good Intentions,5/8/2020,7,18,0.969,0.604,4,-6.305,0,0.118,0.0922,0,0.105,0.899,126.988,188118,4,hip hop,190
Austria,https://open.spotify.com/track/4hpiu5gL0eZxjynnGmrP0A,3222.55,ponny,Yung Hurn,0,german hip hop,326465,0,Y,11/8/2019,1,13,0.969,0.675,5,-9.248,0,0.308,0.331,0.000141,0.0883,0.532,130.002,162600,4,hip hop,372
Switzerland,https://open.spotify.com/track/4hpiu5gL0eZxjynnGmrP0A,145.4,ponny,Yung Hurn,0,german hip hop,326465,0,Y,11/8/2019,1,13,0.969,0.675,5,-9.248,0,0.308,0.331,0.000141,0.0883,0.532,130.002,162600,4,hip hop,372
Germany,https://open.spotify.com/track/4hpiu5gL0eZxjynnGmrP0A,654.75,ponny,Yung Hurn,0,german hip hop,326465,0,Y,11/8/2019,1,13,0.969,0.675,5,-9.248,0,0.308,0.331,0.000141,0.0883,0.532,130.002,162600,4,hip hop,372
Global,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,2480,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
USA,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,6617.5,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
UK,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,1422.75,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Austria,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,76.8,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Australia,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,2424.75,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Belgium,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,387.1,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Canada,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,4379.3,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Switzerland,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,782.9,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Germany,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,151.2,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Denmark,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,373.15,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Spain,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,16,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Finland,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,1053.6,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
France,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,65.6,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Ireland,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,1315,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Malaysia,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,86.7,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Netherlands,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,99.2,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Norway,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,610.4,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
New Zealand,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,3363.2,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Poland,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,65.6,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Portugal,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,484.75,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Sweden,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,262.75,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Singapore,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,56.8,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
Taiwan,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo,802.2,drip,Cardi B - Migos,0,pop,13132135,0,Invasion of Privacy,4/6/2018,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4,pop,953
USA,https://open.spotify.com/track/5lf91lPnGKtIqsgmG1z8Ip,56.8,42 - from sr3mm,Rae Sremmurd - Swae Lee - Slim Jxmmi,0,hip hop,6127363,0,SR3MM,5/4/2018,6,27,0.968,0.563,1,-6.744,1,0.125,0.00275,0,0.108,0.324,130.039,238020,4,hip hop,925
France,https://open.spotify.com/track/3qSorwKiNvpqrT2PrQOUJs,6734.05,massa,Dinor rdt - Mister V,0,french hip hop,110100,0,Lunettes 2 ski,7/12/2019,10,16,0.967,0.51,4,-9.138,1,0.283,0.0944,0,0.066,0.807,125.989,175160,4,hip hop,491
USA,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,38.4,sexyback,Justin Timberlake - Timbaland,0,dance pop,9849964,0,FutureSex/LoveSounds,9/12/2006,2,12,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,pop,5168
UK,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,27.2,sexyback,Justin Timberlake - Timbaland,0,dance pop,9849964,0,FutureSex/LoveSounds,9/12/2006,2,12,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,pop,5168
Brazil,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,14.4,sexyback,Justin Timberlake - Timbaland,0,dance pop,9849964,0,FutureSex/LoveSounds,9/12/2006,2,12,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,pop,5168
Canada,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,40.8,sexyback,Justin Timberlake - Timbaland,0,dance pop,9849964,0,FutureSex/LoveSounds,9/12/2006,2,12,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,pop,5168
Ireland,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,8.8,sexyback,Justin Timberlake - Timbaland,0,dance pop,9849964,0,FutureSex/LoveSounds,9/12/2006,2,12,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,pop,5168
Poland,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,93.6,sexyback,Justin Timberlake - Timbaland,0,dance pop,9849964,0,FutureSex/LoveSounds,9/12/2006,2,12,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,pop,5168
Sweden,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,19.2,sexyback,Justin Timberlake - Timbaland,0,dance pop,9849964,0,FutureSex/LoveSounds,9/12/2006,2,12,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,pop,5168
USA,https://open.spotify.com/track/5hfpu8saHLGedbHRtNCYjm,2071.2,trap paris,Machine Gun Kelly - Quavo - Ty Dolla $ign,0,ohio hip hop,2691848,0,bloom,5/12/2017,7,13,0.967,0.646,4,-4.818,0,0.0593,0.0242,2.31E-06,0.0916,0.2,124.994,203000,4,hip hop,1279
Canada,https://open.spotify.com/track/5hfpu8saHLGedbHRtNCYjm,5278,trap paris,Machine Gun Kelly - Quavo - Ty Dolla $ign,0,ohio hip hop,2691848,0,bloom,5/12/2017,7,13,0.967,0.646,4,-4.818,0,0.0593,0.0242,2.31E-06,0.0916,0.2,124.994,203000,4,hip hop,1279
Switzerland,https://open.spotify.com/track/5hfpu8saHLGedbHRtNCYjm,50.4,trap paris,Machine Gun Kelly - Quavo - Ty Dolla $ign,0,ohio hip hop,2691848,0,bloom,5/12/2017,7,13,0.967,0.646,4,-4.818,0,0.0593,0.0242,2.31E-06,0.0916,0.2,124.994,203000,4,hip hop,1279
Taiwan,https://open.spotify.com/track/5hfpu8saHLGedbHRtNCYjm,66.4,trap paris,Machine Gun Kelly - Quavo - Ty Dolla $ign,0,ohio hip hop,2691848,0,bloom,5/12/2017,7,13,0.967,0.646,4,-4.818,0,0.0593,0.0242,2.31E-06,0.0916,0.2,124.994,203000,4,hip hop,1279
Global,https://open.spotify.com/track/2LqoYvMudv9xoTqNLFKILj,24,good day,21 Savage,0,atl hip hop,8668809,0,i am > i was,12/21/2018,11,15,0.966,0.519,1,-5.682,1,0.306,0.00359,0,0.254,0.119,122.195,242448,4,hip hop,694
USA,https://open.spotify.com/track/2LqoYvMudv9xoTqNLFKILj,255.7,good day,21 Savage,0,atl hip hop,8668809,0,i am > i was,12/21/2018,11,15,0.966,0.519,1,-5.682,1,0.306,0.00359,0,0.254,0.119,122.195,242448,4,hip hop,694
Canada,https://open.spotify.com/track/2LqoYvMudv9xoTqNLFKILj,108.8,good day,21 Savage,0,atl hip hop,8668809,0,i am > i was,12/21/2018,11,15,0.966,0.519,1,-5.682,1,0.306,0.00359,0,0.254,0.119,122.195,242448,4,hip hop,694
Switzerland,https://open.spotify.com/track/2LqoYvMudv9xoTqNLFKILj,4.8,good day,21 Savage,0,atl hip hop,8668809,0,i am > i was,12/21/2018,11,15,0.966,0.519,1,-5.682,1,0.306,0.00359,0,0.254,0.119,122.195,242448,4,hip hop,694
Belgium,https://open.spotify.com/track/2wCgClGyC7FyXLu5ZVAdey,206.2,bac +12,Hamza - Koba LaD,0,belgian hip hop,400740,0,Santa Sauce 2,12/20/2019,12,13,0.966,0.371,1,-12.587,0,0.273,0.198,0,0.14,0.555,117.996,167235,4,hip hop,330
Switzerland,https://open.spotify.com/track/2wCgClGyC7FyXLu5ZVAdey,41.6,bac +12,Hamza - Koba LaD,0,belgian hip hop,400740,0,Santa Sauce 2,12/20/2019,12,13,0.966,0.371,1,-12.587,0,0.273,0.198,0,0.14,0.555,117.996,167235,4,hip hop,330
France,https://open.spotify.com/track/2wCgClGyC7FyXLu5ZVAdey,705.95,bac +12,Hamza - Koba LaD,0,belgian hip hop,400740,0,Santa Sauce 2,12/20/2019,12,13,0.966,0.371,1,-12.587,0,0.273,0.198,0,0.14,0.555,117.996,167235,4,hip hop,330
France,https://open.spotify.com/track/6mv40nIczFEF9O6U8I6cQb,374.45,crocodile,Jul,0,francoton,3127974,0,C'est pas des LOL,12/6/2019,6,38,0.966,0.715,11,-6.219,0,0.0528,0.225,0,0.0972,0.708,127.982,165093,4,indie,344
USA,https://open.spotify.com/track/7EAaSaj1OgZgMX5yZyFXFC,977.8,freaky,Tory Lanez,0,canadian hip hop,3310268,0,LoVE me NOw (ReLoAdeD),10/26/2018,2,17,0.966,0.563,8,-5.764,1,0.0618,0.00202,0,0.105,0.363,104.991,173926,4,hip hop,750
Canada,https://open.spotify.com/track/7EAaSaj1OgZgMX5yZyFXFC,4636.9,freaky,Tory Lanez,0,canadian hip hop,3310268,0,LoVE me NOw (ReLoAdeD),10/26/2018,2,17,0.966,0.563,8,-5.764,1,0.0618,0.00202,0,0.105,0.363,104.991,173926,4,hip hop,750
Belgium,https://open.spotify.com/track/0ucEyG8AH7212ESdvVjMci,56.8,je suis pas ton pote,Jul,0,francoton,3127974,0,La machine,6/19/2020,9,30,0.965,0.782,7,-4.989,0,0.0439,0.195,0,0.157,0.937,133.013,205453,4,indie,148
Switzerland,https://open.spotify.com/track/0ucEyG8AH7212ESdvVjMci,32.8,je suis pas ton pote,Jul,0,francoton,3127974,0,La machine,6/19/2020,9,30,0.965,0.782,7,-4.989,0,0.0439,0.195,0,0.157,0.937,133.013,205453,4,indie,148
France,https://open.spotify.com/track/0ucEyG8AH7212ESdvVjMci,1414.55,je suis pas ton pote,Jul,0,francoton,3127974,0,La machine,6/19/2020,9,30,0.965,0.782,7,-4.989,0,0.0439,0.195,0,0.157,0.937,133.013,205453,4,indie,148
France,https://open.spotify.com/track/0XLpNRycr9bICwvvkt975N,307.4,collé au mic,Jul,0,francoton,3127974,0,C'est pas des LOL,12/6/2019,1,38,0.965,0.752,2,-5.653,0,0.0623,0.161,7.24E-05,0.0698,0.756,131.999,210547,4,indie,344
Belgium,https://open.spotify.com/track/4tNpAeDH7S7cJGEo28Ogi4,41269.3,patsergedrag,Sevn Alias - Lil Kleine - Boef,0,dutch hip hop,354528,0,Picasso,10/6/2017,10,16,0.965,0.617,2,-6.197,1,0.296,0.0702,0,0.124,0.669,123.961,189259,4,hip hop,1135
Netherlands,https://open.spotify.com/track/4tNpAeDH7S7cJGEo28Ogi4,53838.2,patsergedrag,Sevn Alias - Lil Kleine - Boef,0,dutch hip hop,354528,0,Picasso,10/6/2017,10,16,0.965,0.617,2,-6.197,1,0.296,0.0702,0,0.124,0.669,123.961,189259,4,hip hop,1135
Belgium,https://open.spotify.com/track/7ftimUupzPRi0m8z3WaXvw,317.6,l1 l2,Zola,0,french hip hop,666069,0,Cicatrices,4/5/2019,14,16,0.965,0.38,6,-9.191,0,0.451,0.105,0,0.0892,0.712,125.051,147760,4,hip hop,589
Switzerland,https://open.spotify.com/track/7ftimUupzPRi0m8z3WaXvw,380.4,l1 l2,Zola,0,french hip hop,666069,0,Cicatrices,4/5/2019,14,16,0.965,0.38,6,-9.191,0,0.451,0.105,0,0.0892,0.712,125.051,147760,4,hip hop,589
France,https://open.spotify.com/track/7ftimUupzPRi0m8z3WaXvw,13554.45,l1 l2,Zola,0,french hip hop,666069,0,Cicatrices,4/5/2019,14,16,0.965,0.38,6,-9.191,0,0.451,0.105,0,0.0892,0.712,125.051,147760,4,hip hop,589
France,https://open.spotify.com/track/6XQezQJyuq0ErMjk53SROP,1377.35,au pire,Jul,0,francoton,3127974,0,Inspi d'ailleurs,6/29/2018,14,22,0.964,0.779,6,-5.289,0,0.0553,0.059,4.77E-06,0.0753,0.963,130.017,212200,4,indie,869
Global,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v,256.8,pure cocaine,Lil Baby,0,atl hip hop,5372519,0,Street Gossip,11/30/2018,2,13,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57E-06,0.115,0.107,127.05,154024,4,hip hop,715
USA,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v,16966.2,pure cocaine,Lil Baby,0,atl hip hop,5372519,0,Street Gossip,11/30/2018,2,13,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57E-06,0.115,0.107,127.05,154024,4,hip hop,715
UK,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v,28,pure cocaine,Lil Baby,0,atl hip hop,5372519,0,Street Gossip,11/30/2018,2,13,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57E-06,0.115,0.107,127.05,154024,4,hip hop,715
Canada,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v,11669.4,pure cocaine,Lil Baby,0,atl hip hop,5372519,0,Street Gossip,11/30/2018,2,13,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57E-06,0.115,0.107,127.05,154024,4,hip hop,715
USA,https://open.spotify.com/track/2R7Gn3cjnPaVO0Oj8nsTDP,10.4,pineapple,Ty Dolla $ign - Gucci Mane - Quavo,0,hip hop,3540805,0,Beach House 3 (Deluxe Edition),5/11/2018,21,26,0.964,0.555,5,-6.245,0,0.0499,0.0301,0.000567,0.128,0.338,130.017,218261,4,hip hop,918
Canada,https://open.spotify.com/track/2R7Gn3cjnPaVO0Oj8nsTDP,2646.85,pineapple,Ty Dolla $ign - Gucci Mane - Quavo,0,hip hop,3540805,0,Beach House 3 (Deluxe Edition),5/11/2018,21,26,0.964,0.555,5,-6.245,0,0.0499,0.0301,0.000567,0.128,0.338,130.017,218261,4,hip hop,918
France,https://open.spotify.com/track/0MEUltYRml8t9Lmq05Ge7D,1084.25,santchelita,Jul,0,francoton,3127974,0,C'est pas des LOL,12/6/2019,11,38,0.963,0.665,9,-6.557,1,0.0509,0.334,0.000454,0.0735,0.963,124.962,192667,4,indie,344
France,https://open.spotify.com/track/6hLLZdEIora9qDmwkoXZg1,990.65,cremosso,Jul,0,francoton,3127974,0,C'est pas des LOL,12/6/2019,6,38,0.963,0.745,1,-6.409,0,0.204,0.221,0,0.0966,0.777,112.969,208520,4,indie,344
Global,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,25299.65,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
USA,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,68523.75,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
UK,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,5554.5,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Austria,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,1847,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Australia,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,8366.75,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Belgium,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,5383.85,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Canada,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,45015.5,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Switzerland,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,5464.05,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Costa Rica,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,24,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Germany,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,1819.2,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Denmark,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,3169.25,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Finland,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,573.6,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
France,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,787.2,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Ireland,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,5238.55,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Malaysia,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,86.4,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
Netherlands,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,1998.8,yes indeed,Lil Baby - Drake,0,atl hip hop,5372519,0,Harder Than Ever,5/18/2018,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hip hop,911
